platform.name,user.id,task.id,task.monetary_reward_in_dollars,task.assignable_hits_count,task.requester_name,task.estimate_duration_in_seconds,total.labor.event_count,total.labor.duration_in_seconds,working.labor.event_count,working.labor.duration_in_seconds,invisible.labor.event_count,invisible.labor.duration_in_seconds,adjusted.monetary_reward_in_dollars,completed_task
MTURK,6c418c234637a262f4b3cc8fbb2ab683,362E9TQF2HRCDE42LJKXCWD2VNXIGH,0.04,0.0,Panel,7200,456,2879,179,196,277,2683,0.055994444444444444,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3T8DUCXY0N7N7IX51PDRYMTO2RIT9I,0.04,0.0,Panel,7200,524,3029,215,202,309,2827,0.05682777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3AJA9FLWSCZ6ZE87AZEFUBDQU8XIFI,0.04,0.0,Panel,7200,519,3029,210,202,309,2827,0.05682777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31KPKEKW4AE5F2FB173D5HM9TGP0BO,0.04,0.0,Panel,7200,536,3029,219,197,317,2832,0.05682777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3XAOZ9UYRZSSQX2IG843EB0IK8W1Q4,0.08,0.0,Panel,7200,546,2427,243,196,303,2231,0.10696666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3OEWW2KGQJCJXG5EHOWUQ86RU4HDOY,0.04,0.0,Panel,7200,149,300,85,56,64,244,0.041666666666666664,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3Z8UJEJOCZEI81ZBMA70G9PQ8SE93Q,0.04,0.0,Panel,7200,64,210,15,29,49,181,0.04116666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31KSVEGZ34TL3ZXLQBIOCR0HC7HRW4,0.04,0.0,Panel,7200,43,90,21,13,22,77,0.0405,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3CVBMEMMXBB7PYUHZ0TWZ9YXE2W7H0,0.07,0.0,Upside Services Inc,3600,251,750,42,150,209,600,0.08458333333333334,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,38RHULDV9YG8A0U20OOFYZZQPB0IWT,0.04,47.0,Panel,7200,228,1710,36,177,192,1533,0.0495,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3RDTX9JRTY209K0YOMAQTQ16DU497Z,0.04,0.0,Panel,7200,271,1920,52,209,219,1711,0.050666666666666665,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MD8CKRQZZOZXFXMJCZ9N169ABAJR3,0.04,0.0,Panel,7200,324,2250,73,226,251,2024,0.052500000000000005,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3X55NP42EOH30OFI3Z3X2ZP5DW0P35,0.08,2.0,Panel,7200,346,2280,86,228,260,2052,0.10533333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3A3KKYU7P3IU6JKTL3M7QS676KKMWD,0.04,0.0,Panel,7200,346,2460,91,222,255,2238,0.05366666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,341H3G5YF0F1X0IR7LJGRZTCKJO0Z7,0.04,0.0,Panel,7200,411,2610,120,200,291,2410,0.0545,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3D0LPO3EAB0MVR05DKJ83TGSCS0OYU,0.08,0.0,Panel,7200,443,2582,155,207,288,2375,0.10868888888888889,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3B9XR6P1WEWCH8GXNFDJNM15SQ9BJM,0.08,0.0,Panel,7200,454,2523,167,207,287,2316,0.10803333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3RQVKZ7ZRKKP90FZ3DVBJ3TS7PX275,0.08,0.0,Panel,7200,520,2613,188,198,332,2415,0.10903333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3LAZVA75NISWU67YKZCDUPFNXE72OV,0.08,0.0,Panel,7200,554,2642,201,199,353,2443,0.10935555555555557,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3JGHED38EDSFAL86WY26S7UXM4RY7H,0.06,0.0,Panel,7200,677,3060,239,250,438,2810,0.08549999999999999,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3FJ2RVH25Z7TNJ3SIATVXZKY2FL92O,0.08,0.0,Panel,7200,717,3060,261,238,456,2822,0.114,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3LVTFB9DE5JPUCSLYRP6LY4OMXNQG1,0.08,0.0,Panel,7200,705,3030,261,226,444,2804,0.11366666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,39O6Z4JLX2YSL6JS90JKF73R6G5VX1,0.06,0.0,Panel,7200,748,3090,278,217,470,2873,0.08574999999999999,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3BC9H1KCYUDU009746AIKNTEFV0YWJ,0.08,0.0,Panel,7200,766,3090,287,195,479,2895,0.11433333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,33P2GD6NRNTHJ5P15SNRAC4G2SGHK9,0.06,0.0,Panel,7200,810,3390,305,232,505,3158,0.08825,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3PMR2DOWOO2KPAG3JYZ2EYCU0X054R,0.06,0.0,Panel,7200,857,3510,330,225,527,3285,0.08925,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,37VHPF5VYC467WCKABCN9GY9U0N8CE,0.06,0.0,Panel,7200,737,2220,306,322,431,1898,0.0785,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3YGYP13641AVG5O7YAR1G8NQJWLNRJ,0.04,0.0,Panel,7200,771,2250,320,249,451,2001,0.052500000000000005,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3TL87MO8CMQ8PFGDV2BSMR5IBDEFLI,0.04,0.0,Panel,7200,771,2250,320,248,451,2002,0.052500000000000005,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,32TZXEA1OLLL1SFKIBXQB8ZDOH114B,0.04,0.0,Panel,7200,842,2430,339,314,503,2116,0.0535,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,338GLSUI43CVTSB3FB8TYDJD37ESF1,0.06,0.0,Panel,7200,701,1738,273,219,428,1519,0.07448333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3I4E7AFQ2K0CDUAEN144NG7RYXGTJ1,0.04,0.0,Panel,7200,572,1560,203,159,369,1401,0.048666666666666664,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3X0EMNLXEPQNCXH1N993LUHO4H4VPL,0.04,0.0,Panel,7200,611,1499,210,152,401,1347,0.048327777777777775,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3S8A4GJRD34F2RZW8DAUFUQ79CDV6E,0.06,0.0,Panel,7200,677,1562,217,125,460,1437,0.07301666666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3UOMW19E6D7NKETICD5KXWOISAGC5A,0.08,0.0,Panel,7200,779,1831,239,129,540,1702,0.10034444444444444,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3EHIMLB7F70XO4N0W3QOK7VP7SPH8T,0.08,0.0,Panel,7200,750,1743,230,175,520,1568,0.09936666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3FTID4TN8LZEP6X80S3GBCCYHO2LYJ,0.04,0.0,Panel,7200,715,1620,206,120,509,1500,0.049,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,33W1NHWFYHM2D9FI5N7QBAVHHVUTZN,0.04,0.0,Panel,7200,887,2821,228,190,659,2631,0.05567222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3SR6AEG6W5UC3AEI97OIJKJR064YHY,0.08,6.0,Panel,7200,966,3240,246,332,720,2908,0.116,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3D4BBDG7ZHXK6Z6EYUHRIZQYEET3CF,0.04,4.0,Panel,7200,1011,3242,263,313,748,2929,0.05801111111111111,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3PR3LXCWSF0UOZ6P6ZEONPEUFOP9X2,0.08,0.0,Panel,7200,1022,3030,274,323,748,2707,0.11366666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3ODOP6T3ASLSQDXG1FX4GR9IGNC42S,0.06,0.0,Panel,7200,815,2640,197,292,618,2348,0.082,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31S7M7DAGGRI8KYEQMGH3VKJ2MOLTY,0.08,0.0,Panel,7200,365,1470,107,270,258,1200,0.09633333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3DTJ4WT8BDG0OQXLFSIVCOVGEL7ZE3,0.08,0.0,Panel,7200,361,1500,123,328,238,1172,0.09666666666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31ANT7FQN83E1M4YY5JL8NLY52TH5W,0.04,0.0,Panel,7200,492,4951,145,508,347,4443,0.06750555555555555,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,30P8I9JKOIMJJNZI3U0PNOC7DH6V52,0.04,1.0,Panel,7200,525,5040,172,546,353,4494,0.068,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3QHITW7OYOAOKLFICRXWPCTLO3SQA9,0.04,1.0,Panel,7200,525,5040,172,546,353,4494,0.068,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3ATYLI1PRT3W0256RKI5T614ZP2OJD,0.06,0.0,Panel,7200,546,4890,190,534,356,4356,0.10075,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3DA79LNS59W1SG8PKGCH79Q22003T5,0.04,0.0,Panel,7200,500,4798,172,507,328,4291,0.06665555555555555,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3J5XXLQDHMCG58CEPBCW8RENZLD3VI,0.04,0.0,Panel,7200,545,5370,187,557,358,4813,0.06983333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3QE4DGPGBRCI575N0UITIV3JQ6HG4N,0.04,0.0,Panel,7200,546,5220,192,517,354,4703,0.069,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3DW3BNF1GHJ265IK1S7SZ8MYF798VJ,0.08,0.0,Panel,7200,634,5883,206,514,428,5369,0.14536666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3LXX8KJXPWA7UQSX58RS4CN13KU9O7,0.04,0.0,Panel,7200,689,5945,236,474,453,5471,0.07302777777777777,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3HUR21WDDUQ9P0EXEB64M67LOXIXYN,0.04,0.0,Panel,7200,657,5914,226,461,431,5453,0.07285555555555556,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3AC6MFV69KJC80ON5TQ1XRST614ZHO,0.08,0.0,Panel,7200,671,6034,239,488,432,5546,0.14704444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3FVBZG9CLJFF6FIX1ZD9RSP7OT70HH,0.04,0.0,Panel,7200,671,6034,239,488,432,5546,0.07352222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,30IRMPJWDZKU8Z341XZLOG6MP1ERKG,0.08,0.0,Panel,7200,659,5943,227,456,432,5487,0.14603333333333335,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31D0ZWOD0A00WSAJVT3HA623BZXA0Y,0.04,0.0,Panel,7200,635,5823,219,456,416,5367,0.07235,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3B0MCRZMBRVA7DK51X04F2S6IT9PP0,0.06,0.0,Panel,7200,689,5883,242,458,447,5425,0.109025,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3U18MJKL1UNRA3ZOGD16RDO4JVTNCO,0.04,0.0,Panel,7200,796,6153,271,460,525,5693,0.07418333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3D06DR5225KXZ6HQKYQF839GE2YMAL,0.04,0.0,Panel,7200,758,5973,255,410,503,5563,0.07318333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,36AZSFEYZ41L83GR44R2QACZNDWBVN,0.04,0.0,Panel,7200,803,6034,275,385,528,5649,0.07352222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3LG268AV387RMZBU5BOIQLTH54WERX,0.08,0.0,Panel,7200,838,6153,285,362,553,5791,0.14836666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,359AP8GAGGL27I7106KHVG2EJG97CI,0.06,0.0,Panel,7200,887,6184,306,354,581,5830,0.11153333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3OKP4QVBP2YX7WL49VSKVYPJIGNAG2,0.06,0.0,Panel,7200,941,6215,335,354,606,5861,0.11179166666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3WUVMVA7OB4XYDG9ZNG9G55PT62ZA1,0.04,0.0,Panel,7200,938,6095,335,310,603,5785,0.07386111111111111,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3TZDZ3Y0JS7MYYLWZ6THSGATA9C91C,0.08,0.0,Panel,7200,959,6063,352,317,607,5746,0.14736666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MA5N0ATTCCZGVKQ0R9RBFE3HG5KWO,0.04,0.0,Panel,7200,1093,3574,392,364,701,3210,0.05985555555555556,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3AC6MFV69KJC80ON5TQ1XRST619ZHT,0.04,0.0,Panel,7200,1019,3453,348,259,671,3194,0.05918333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MQY1YVHS46EYLER65GUDSW54NLB2S,1.0,1.0,HBS Behavioral Research,3600,955,2942,322,205,633,2737,1.817222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,39I4RL8QGJIW530YK00B3VFK5684HO,0.04,0.0,Panel,7200,936,2614,334,557,602,2057,0.05452222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3M93N4X8HKOBYUXZY1ZEDBB5WE9JS9,0.04,0.0,Panel,7200,647,1500,235,151,412,1349,0.04833333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3IVEC1GSLP0B4AY5LIKUHAOW6EM1JX,0.08,0.0,Panel,7200,26,30,15,13,11,17,0.08033333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,31MCUE39BKNXNBMJ0GDA8QBDC65G3M,0.06,0.0,Panel,7200,204,570,51,96,153,474,0.06475,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3KA7IJSNW6683JJVISI3KINH1P5BPC,0.04,0.0,Panel,7200,85,180,25,13,60,167,0.041,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,367O8HRHKG9LVCEEVUCA79MMEHUS42,0.06,0.0,Panel,7200,73,89,36,10,37,79,0.060741666666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3W0XM68YZPW6FU4N33K6IPO9L37K10,0.04,0.0,Panel,7200,66,428,21,40,45,388,0.04237777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,34F34TZU7W0ITVG14MK8MTY1YKN2J2,0.06,0.0,Panel,7200,297,1094,84,219,213,875,0.06911666666666666,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3WRAAIUSBJ06NIN4MP5KPGGCUA6AXX,0.5,0.0,Philip J. Lalone,1800,121,599,47,155,74,444,0.6663888888888889,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,304QEQWKZPLPYW4K5C8ZB1M80GCO0M,0.06,0.0,Panel,7200,261,929,78,117,183,812,0.06774166666666666,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3SX4X51T809X5N3EE5EBIGDZG0AOAT,0.9,0.0,Lara Kirfel,7200,456,6568,99,269,357,6299,1.721,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3J5XXLQDHMCG58CEPBCW8RENZL5V32,0.08,0.0,Panel,7200,278,5978,66,217,212,5761,0.14642222222222223,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3C8QQOM6JP2SZ6I3WAHDPOIAR50LI9,0.08,0.0,Panel,7200,252,5731,88,287,164,5444,0.1436777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3SA4EMRVJV37JWGLKCLE01RYALI0PP,0.06,0.0,Panel,7200,376,1830,83,793,293,1037,0.07525,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3XU9MCX6VODZRJZECRTHOKKS81W2R9,0.06,0.0,Panel,7200,380,1259,96,1331,284,-72,0.07049166666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3J5XXLQDHMCG58CEPBCW8RENZLNV3K,0.08,0.0,Panel,7200,376,1110,96,1479,280,-369,0.09233333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3VMHWJRYHVH3P9X29LEGXL05IM9XF7,0.08,0.0,Panel,7200,340,2010,25,50,315,1960,0.10233333333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3LXX8KJXPWA7UQSX58RS4CN13KA9ON,0.06,0.0,Panel,7200,151,900,23,11,128,889,0.0675,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3X52SWXE0W4V9IIBQDSKIY29574WCC,0.35,1.0,Melanie MacEacheron,600,136,600,63,91,73,509,0.7,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MZ3TAMYTLO324DG1UE9B0R9XY3IRC,0.08,2.0,Panel,7200,132,510,63,46,69,464,0.08566666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MDWE879UH39MACGRPDDWVJUU7C9B1,1.0,0.0,Debra Oswald,7200,545,3661,204,409,341,3252,1.5084722222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,33KMQD9OFLHP4KZ9KAMKN9BDTVY776,0.3,1.0,Xingyu Liu,3600,133,1080,67,104,66,976,0.39,1
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3R5OYNIC2CA8Z5DCIE9OKCT37XRPT4,0.08,0.0,Panel,7200,406,3001,144,309,262,2692,0.11334444444444444,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,30P8I9JKOIMJJNZI3U0PNOC7DIE5VM,0.06,0.0,Panel,7200,405,2971,144,309,261,2662,0.08475833333333332,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3Q7TKIAPOTBBRV2H4WG2YR2XZ16LDN,0.08,0.0,Panel,7200,430,2340,162,298,268,2042,0.10600000000000001,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,38XPGNCKHT11N4VIPPHFIW6TDMJV47,0.08,0.0,Panel,7200,355,1921,118,189,237,1732,0.10134444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,32CXT5U14G42TQTKW2XN3MKF11U8UQ,0.08,0.0,Panel,7200,324,1590,116,143,208,1447,0.09766666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3TC2K6WK9G3T9EKIDINHX3PNIAO28F,0.04,3.0,Panel,7200,233,991,49,119,184,872,0.045505555555555556,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,309D674SHZMP9UARDNWX0IOA27PBCZ,0.06,0.0,Panel,7200,351,4407,62,121,289,4286,0.096725,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3V7ICJJAZAHMEQXCK8QFHKCMAU84BF,0.04,1.0,Panel,7200,375,4409,72,109,303,4300,0.06449444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3HO4MYYR12PFPCAW3N0PJ8OOV6I6UG,0.04,0.0,Panel,7200,470,4502,124,154,346,4348,0.06501111111111112,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,37VE3DA4YUIGQ2L7ZFAYB9LQFZEBHS,0.08,0.0,Panel,7200,468,4472,124,153,344,4319,0.1296888888888889,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3IKMEYR0LWWD4FMJM7KKN8YEDAAK28,0.04,0.0,Panel,7200,507,4531,137,158,370,4373,0.06517222222222223,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,341H3G5YF0F1X0IR7LJGRZTCKLF0Z2,0.04,0.0,Panel,7200,524,4322,147,168,377,4154,0.06401111111111112,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3FDWKV9VCN3HEFVOQ37684LAL60UMH,0.04,0.0,Panel,7200,569,4411,178,176,391,4235,0.06450555555555557,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3J9UN9O9J3TBXLDNPZGU355M1N1J0Z,0.04,0.0,Panel,7200,610,4500,196,210,414,4290,0.065,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3XH7ZM9YX2VAR3KDX08WY7S6E8Q9RU,0.08,0.0,Panel,7200,649,4681,205,232,444,4449,0.1320111111111111,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3CVBMEMMXBHTOQIHMYYI67ZUW947HJ,0.04,0.0,Panel,7200,732,4832,252,236,480,4596,0.06684444444444444,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MQKOF1EE2PR2PEG8AN472JDX8KDWI,0.04,0.0,Panel,7200,731,4802,252,207,479,4595,0.06667777777777778,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3IVKZBIBJ0AF7O29A1WT1YVQJNHSHR,0.04,0.0,Panel,7200,735,4800,269,214,466,4586,0.06666666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3BS6ERDL938T8AZAHSA098K096RD6H,0.04,0.0,Panel,7200,760,5037,297,246,463,4791,0.06798333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3CVBMEMMXBHTOQIHMYYI67ZUW94H7T,0.04,0.0,Panel,7200,771,5101,313,277,458,4824,0.0683388888888889,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MQY1YVHS3LCBCIPGU7RO5FOQGEB2S,0.08,1.0,Panel,7200,860,5762,375,768,485,4994,0.14402222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,34R3P23QHS28E5JIU66UYNYBP0EHWW,0.04,0.0,Panel,7200,916,5825,411,789,505,5036,0.07236111111111111,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3J6BHNX0U9T9T1BC8QI4FW1CO5EKNC,0.04,0.0,Panel,7200,896,5795,411,789,485,5006,0.07219444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3K8CQCU3KE20O15TX41737V7BCNNWB,0.04,0.0,Panel,7200,928,5880,427,812,501,5068,0.07266666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,32TZXEA1OLLL1SFKIBXQB8ZDOIK14W,0.04,0.0,Panel,7200,1040,6956,495,1468,545,5488,0.07864444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3AXFSPQOYQZ2UPSDSHZF6CSQ7PSJF5,0.04,0.0,Panel,7200,1063,7017,507,1471,556,5546,0.07898333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,30P8I9JKOIMJJNZI3U0PNOC7DI8V56,0.08,0.0,Panel,7200,1124,6989,539,1465,585,5524,0.15765555555555555,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,359AP8GAGGL27I7106KHVG2EJHZC7F,0.06,0.0,Panel,7200,1124,6990,539,1465,585,5525,0.11825,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3BCRDCM0ODV1MG5K99WNDLFQTFQ6KP,0.06,0.0,Panel,7200,1164,7017,554,1466,610,5551,0.118475,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3SNR5F7R92UET08BFOU9CTSQI9PEI7,0.08,0.0,Panel,7200,1195,7077,569,1469,626,5608,0.15863333333333335,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3VIVIU06FKDC5O0OWMISP1XZRBGMI4,0.04,0.0,Panel,7200,1147,7078,558,1459,589,5619,0.07932222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3QREJ3J433YJ518RWD2P24XNJAKKLG,0.04,0.0,Panel,7200,1074,3630,577,1473,497,2157,0.06016666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3ACRLU860N923D28WVI8AVKMUTKEBK,0.4,1.0,Huachao Gao,3600,714,3001,406,1393,308,1608,0.7334444444444446,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3AXFSPQOYQZ2UPSDSHZF6CSQ7PUFJ3,0.04,0.0,Panel,7200,954,3508,514,1426,440,2082,0.05948888888888889,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,33IXYHIZB5JAIFU9QL9HPDL9TDD2E5,0.08,0.0,Panel,7200,992,3511,534,1438,458,2073,0.11901111111111112,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3IHWR4LC7DEXKZYK2L89KJW47718IE,0.04,0.0,Panel,7200,931,3421,517,1492,414,1929,0.05900555555555556,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3QE4DGPGBRCI575N0UITIV3JQ784G4,0.06,0.0,Panel,7200,916,3359,504,1416,412,1943,0.08799166666666666,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3O0M2G5VC633QXIFMOCJQEHWMVI94P,0.04,0.0,Panel,7200,906,3392,497,1462,409,1930,0.05884444444444445,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3P4C70TRMRIE3FC86MHA4C5UCU7GLF,0.04,0.0,Panel,7200,929,3360,507,1451,422,1909,0.05866666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3VGET1QSZ00BLGD6HXKI7A9HBXXW7O,0.04,0.0,Panel,7200,905,3093,496,1419,409,1674,0.057183333333333336,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3X0EMNLXEPQNCXH1N993LUHO4JXPVC,0.04,0.0,Panel,7200,902,3210,480,1428,422,1782,0.057833333333333334,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,371Q3BEXDHA1Y923GN2015ZVFEAZS2,0.04,0.0,Panel,7200,965,3394,497,1431,468,1963,0.05885555555555556,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3A9LA2FRWSFN35O84B2G06CIY25XHQ,0.08,0.0,Panel,7200,970,3360,492,1458,478,1902,0.11733333333333335,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3P7RGTLO6EE29IHNZMDZTQHCPYJKAW,0.04,0.0,Panel,7200,970,3181,478,1394,492,1787,0.05767222222222222,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,306996CF6WL5MR0TXQ7DJM5JYBCB1P,0.06,1.0,Panel,7200,916,2850,435,1150,481,1700,0.08374999999999999,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,374UMBUHN5QP5G48D9NI0CUW8ERTC9,0.04,0.0,Panel,7200,888,2458,406,866,482,1592,0.053655555555555554,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3K1H3NEY7L0V53OGT5JMLZXP3KNGDF,0.06,0.0,Panel,7200,806,1771,366,1052,440,719,0.07475833333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3MWOYZD5WVPSJSWR6IAXMDIL8BXNOA,0.06,1.0,Panel,7200,806,1561,366,1053,440,508,0.07300833333333333,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3VLL1PIENQPM0HAA96LRH0PUIOWZOS,0.08,0.0,Panel,7200,829,1502,378,1055,451,447,0.0966888888888889,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3XABXM4AJ16A1XM3FTDITLNQYHIQ8Z,0.04,0.0,Panel,7200,492,885,210,154,282,731,0.04491666666666667,0
MTURK,6c418c234637a262f4b3cc8fbb2ab683,3RIHDBQ1NEZC9TP4Q407PPWKRZDMHP,0.04,0.0,Panel,7200,470,856,197,143,273,713,0.044755555555555555,0
